original_sentence,dialect_city_id,dialect_province_id,dialect_country_id,dialect_region_id,dataset_name
وممكن نضرب الكف على الايدين,,,eg,nile_basin,aoc
أنتوا ليه مش بتستعيبوا العيب ؟,,,eg,nile_basin,aoc
إذن ايه وسند قانونى ايه ؟ ؟ ؟,,,eg,nile_basin,aoc
سيدى الفاضل رئيس الهيئة / حضرتك بتتكلم عن مشكلة التسرب ولازم كل مدرسة تضع خطة لمواجهة تلك الظاهرة كلام جميل ورائع واحنا من واقعنا هذا نعترف بإرتفاع نسب التسرب ولكن هل تعلم ان الطالب فى الصف الثالث الاعدادى لو لم يحضر طوال العام الدراسى يحق لة دخول الامتحان دون ان يقدم استمارة وبعد إنتهاء اليوم الاول للامتحان يذهب الى إدارة مدرستة لعمل إستمارة وإرسالهاالى المديرية التابع لها الطالب والله الكلام دا صحيح عاوزين تعالجوا قضية التسرب اوضعوا سياسة احترمو فيها عقولنا شوية احنا بنتعامل اكننا مجموعة من الاغبياء فى مجتمع متخلف العلاج بسيط وسهل طبق قانون على الطالب الحضور بنسبة معينة لو الطالب تخطاها لايحق لة دخول الامتحان وعلى فكرة طول مالتعليم ببلاش هنفضل متخلفين مدى الحياة عاقب الطالب المتسرب بإى طريقة,,,eg,nile_basin,aoc
نقدك الازع للاعبى الزمالك اكد للجميع بانك ياعميد فاهم كوره لان الزمالك كان مستواه وحش جدا ولا يستحق حتى التعادل امس استمر يا حسام فى مسيرتك الجميله وخوفى عليك من الزملكاويه نفسهم الذين يتمنون وقوعك لان الاهلويه بيحبوك وانت تعرف ذلك تحياتى لك من كل قلبى,,,eg,nile_basin,aoc
الحساب علي مين ياأهل الباجور ؟ ؟ احنا لم نستفد من الرجل اي شيئ,,,eg,nile_basin,aoc
لمتابعة النت والرد والدعم لمساندة البرادعى فوقوا الحكاية أكبر من كدة بكتير والعامة من الشعب 95 % لاعلاقة لها بالنت مشكلكتكم أنكم فاكرين أنكم بتتكلوا مع الشعب الامريكى,,,eg,nile_basin,aoc
تعالى ياسيدي شوف الشباب في الكويت مش اوربا حالهم ايه,,,eg,nile_basin,aoc
لا أملك من الكلمات ما يستحق أن ينال الشرف ليكتب لكي . . لكن لا أملك سوي الدعاء لكي بكل خير . . ربنا يحميكي و يحفظك و يباركلك في كل خطوة بتخطيها و يحرصك من كل سوء و يكتبلك الخير في كل ثانية في حياتك و تكون كل دقيقة في حياتك فرحة و سعادة و هنا و ربنا يسعدك يارب أد ما بتسعدي قلوب ملاين بإبتسامتك الساحرة و تحيتك البديعة كل يوم . . .,,,eg,nile_basin,aoc
فرحانين وبالنعيم متهنيين,,,eg,nile_basin,aoc
او نفسه الحضري يروح الزبالك وبرضه هيكون ( زبالكاوي ) وغالبا هيكون هو هو نفس الشخص الاولاني,,,eg,nile_basin,aoc
الكابتن حسام البدرى الخطه بتاعته هى عق ربك يفك مين كان بيلعب هجوم الله يرحمك يا جوزيه معلمتش حد السر,,,eg,nile_basin,aoc
وبينقذ طفل من الشوارع اللى كان هيعيش فيها او بينقذه من القتل فمن الطبيعى امه كانت هترميه فى صفيحه زباله للتخلص منه وعدم اظهار فضيحتها تقول على الكاهن فعل فضيحه,,,eg,nile_basin,aoc
شريفة من بيت شرف اى يعنى بمزاجك او بعقد عرافى اى الفرق وفين المنيل ابوكى واهلك دى راجل عظيم متحضر سيبك تنام براة على كفيك,,,eg,nile_basin,aoc
سلام مربع للوطنية,,,eg,nile_basin,aoc
بطلوا شم زفت واكل فسيخ ده ارف ارفتونا الله يهديكم,,,eg,nile_basin,aoc
يارب ارحمنا برحمتك,,,eg,nile_basin,aoc
"الحكايه ان النظام يطبق على العمال ولا احد غيره , ينتظم العامل فى الانتاج طول الشهر و يجي اخر الشهر على أساس يقبض الراتب بس بقبض كلام ووعود . . . شركة سامو مش نصابه مبتكولش حقوق الناس ! ! ! ( يلي دخلت سامو برجليك نصبايه وتحسبت عليك ) .",,,eg,nile_basin,aoc
جميع صور سعته يظهر فيها وهو بيضحك وكأنه سعيد جدآ على احوال المصريين . . . خلوه يضحك فى الحياة الدنيا ولا نعلم هل هيضحك فى حياة الأخر . . . الله أعلم يهدينا جميعآ,,,eg,nile_basin,aoc
ايه المشكلة لما يكون وزنه زايد شوية ان شاء الله يرجع لمستواه في اقرب فرصة وعيب ان احنا نشتك في اللعيب بتاعنا كده,,,eg,nile_basin,aoc
إيه يا مصريين ؟ انتم إيه ؟ ليه بتحشروا الجزائر في كل موضوع ؟ الله يشفيكم من الغل و الحسد . ما تشوفولكم طبيب نفساني يعالجكم من الحالة الي تأخكم كلما ذكرت كأس العالم و الجزائر .,,,eg,nile_basin,aoc
المشكلة ان الحزب الحاكم حاسس بضعفه قدام البرادعي واعوانه,,,eg,nile_basin,aoc
بجد البنات هى السبب وقال هى ناقصة الجامعة بتولعها مش كفاية البنات عرفى وعمليات ترقيع وضم وبجد بنات التعليم العالى تلاتة ارباعها,,,eg,nile_basin,aoc
بالسلامه البلد هتستريح منكم,,,eg,nile_basin,aoc
تفرقع مرارتك,,,eg,nile_basin,aoc
ياريت عنوان الخبر يكون صادق وبلاش استخفلف بعقولنا,,,eg,nile_basin,aoc
كذابين في أصل وشكم . . شباب 6 ابريل محترمين ومتحضرين . . وياريت يبقى عندكو زيهم في قسام البوليس السودة اللي فاتحينها .,,,eg,nile_basin,aoc
دى مش دعوه للانفلات ولا للعنف,,,eg,nile_basin,aoc
وطبعا التهمة دي عقوبتها الاعدام,,,eg,nile_basin,aoc
يازلمة كل الوطن العربي فيه منافسات ومتنافسين . بس لايحصل اللي بيحصل بمصر,,,eg,nile_basin,aoc
ثانيا : . حسام حسن لم يسب لاعيبيه بامه فى الملعب وعلى شاشة التليفزيون ولا ايه,,,eg,nile_basin,aoc
علشان مفيش حد هينفعني . . . وعلي العموم انا لسه في سنه اؤلي فكنت مش عارف ائ حاجه .,,,eg,nile_basin,aoc
انا كنت هناك و شفت كل حاجة و انا كمان طلب منوا انوا يتوقف فرض لأني شفت واحد زميلي بشاور علينا من بره الطائرة لكن الكبتن رفض إخص عليه ميستحيش,,,eg,nile_basin,aoc
وقال ايه لابسه ايشارب,,,eg,nile_basin,aoc
رقصنى يا اسكندرانى لأ مش قادرة,,,eg,nile_basin,aoc
احنا مالنا كل بلد وعندها البلاوي اللي مكفياها سيبونا في بلاوينا كفايه اللي احنا فيه ده انا خلاص اعصابي باظت,,,eg,nile_basin,aoc
حاسس إنك متخصص في إشعال الاحوال داخل الزمالك فقط,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
و انا هاجيب شوية من الشلة معايا,,,eg,nile_basin,aoc
بتحب ليه الأغنيا بس,,,eg,nile_basin,aoc
يبحلق قى عينى,,,eg,nile_basin,aoc
عز كده والبرادعي كده ونور كده والرئيس كده وجمال كده,,,eg,nile_basin,aoc
والله عنده حق ولازم نكون صرحه مع نفسنه لانن لو كنا نستاهل نوصل كنا وصلنا ولو معنا اقل الفرق مش هنوصل,,,eg,nile_basin,aoc
ورحت الوزاره سألت . .,,,eg,nile_basin,aoc
بداية انا لا اخوانجي ولا سلفي ولا . . .,,,eg,nile_basin,aoc
اليس من الغريب ان تكون مصر هى ثانى دول العالم من حيث انشاء السكك الحديديه وحال السكك الحديديه فيها بهذا السوء ، ماذا يفعل البشوات الوزره ؟ ايه اللى سليم فى البلد ؟ لصحه ولا تعليم ولا سكن ولا وظايف ولا وسائل مواصلات ؟ رشاوى محسوبيه وسايط هى اللى ادت الى الحاله اللى احنا بقينا فيها,,,eg,nile_basin,aoc
النقطة الثانية التي أود التحدث فيه هو أن الاعلام للأسف معظمه فاسد سواء في الرياضة أو المجالات الأخرى لدرجة أن ما فعله ابوتريكة في هدفه في الجيش اعتبروه حلال وكمان أطلقوا على ابوتريكة القديس والشيخ والطيب وخلافة نفس اسأل سؤال لابوتريكة وإلي كل واحد أهلاوي هل ما فعله ابوتريكة حلال أم حرام . . . وهذا ما فعله مطصفي فهمي منه لله وشطة ابو شعر منكوش اللي نصفه شعر . . . فالزمالك اتسرق وهو اكبر منهم وسيظهر الحق في يوم ما,,,eg,nile_basin,aoc
محمد سعد شوبير مرتضى اذيتمونا منكم لله,,,eg,nile_basin,aoc
و ايه المشكلة و ما احنا اصلا عارفين انهم هيرفضوا و الناس بره مش هيفهموا يعنى ايه ميدان التحرير هيفهموا انهم منعونا من التظاره - يعنى معقول نتساوى بباقى الالاف اللى كل يوم يتظاهروا بحرية قدام مجلس الشعب ؟,,,eg,nile_basin,aoc
والله الواحد فرحان انه من الصعيد وعايش فى الصعيد بدل المسخره وقله الادب الا الواحد بيشوفه ثم الصور دى حجات عاديه وبتتكرر كل يوم فى سور جامعه القاهره وكورنيش النيل ووسط البلد شئ مش غريب على العاصمه بس الغريب ان مفيش نخوه كل واحد سايب بناته دايره على حل شعره للاسف مفيش رجاله وربنا يستر على وليانه,,,eg,nile_basin,aoc
يا ناس ارحمو نفسكم شوية لو الوزير شد تقولو عليها تمثيلية ولو اتخذ قرار عقاب نقول خرب بيوت ولو قال نعفى نقول لاء تمثلية سخيفة يعنى اللى يغلط نعدمه ولا اللى يغلط لا يعاقب يا ريت تتركو الوزير ده فى حالة هو بيشتغل صح والناس بردة مش عاجبها,,,eg,nile_basin,aoc
للاسف لن نتقدم ابدا طالما هناك اناس يقفون وراء الباطل لماذا نخبى الحقائق ؟ ولمصلحة من ؟ يجب على المخطىء أن يعاقبا حتى لاتتكرر مثل هذه الاحداث اما بالنسبة للابراهيم حسن وما فعله فمش جديد عليه ولو معملشى كدا مش يبقى ابراهيم يذهب الى غرفة الحكام ويجلس امام الغرفة منتظر خروج الحكم ليضربه فيه بعد كدا فجر لهم حق أولاد حسن يعملوا اكثر من كدا طالما هناك أمثال أيمن يونس بيدافع عنهم واتمنى من قناة مدرن الا تستضيف هذا الشخص للتحليل فيها اذا ارادت ان تحافظ على شعبيتها .,,,eg,nile_basin,aoc
حد خد بالة ان المخرج جاب لقطة تشجيع من مدرجات الاهلى فى عز ثورة الجماهير فى الملعب الحقيقة انا مش عارف اقول اية على العموم حسبنا اللة ونعم الوكيل,,,eg,nile_basin,aoc
هنقف بعيد وهنبص عليك ياريت,,,eg,nile_basin,aoc
كل واحد بيتكلم كده مش عارف البنات دى مين ولا اخلاقها ايه هى الناس كده من جواها زباله مش نافعين غير في الشماته وبس بس دول اصحابى واجدع وانضف بنات وبجد ربنا يرحمهم ويغفرلهم وحسبي الله ونعم الوكيل في اى حد اتكلم عليهم كلمه وحشه او اى شماته بجد شعب متخلف,,,eg,nile_basin,aoc
الشاذ بيبقى زي المجنون,,,eg,nile_basin,aoc
فوقو,,,eg,nile_basin,aoc
واوعوا ماتهدو . .,,,eg,nile_basin,aoc
ولا هو معندوش مستشارين يقولوله ان العظماء يولدون فى من رحم الازمات,,,eg,nile_basin,aoc
هنقول ونقول ديما ديما على طول ديما,,,eg,nile_basin,aoc
اولا القصة قديمة ومعروفة اسال عن سبب فتح الموضوع تانى ؟ سؤال برئ جدا اين الشهيدة وفاء قسطنطبن ؟,,,eg,nile_basin,aoc
الزمالك على ايديك راجع ماتسبناش,,,eg,nile_basin,aoc
أنا جزائرية و عايشة بالجزائر و أحب مصر كتير و بحب الفريق الأهلي و إنشاء الله في المستقبل سأنتقل للعيش في مصر سأتزوج من مصري أهلاوي ربي يوفق النادي الأهلي سلام من الجزائر إلى الشعب المصري الشقيق,,,eg,nile_basin,aoc
عشت احلم اشوف ولادك,,,eg,nile_basin,aoc
وإلى القراء الأعزاء رابط مقال فاطمة ناعوت في المصري اليوم للي عاوز يشوف بنفسه :,,,eg,nile_basin,aoc
كانوا رايحين فين ؟ ؟ ؟,,,eg,nile_basin,aoc
ماطلبناش منك أنت ولا غيرك تصدقنا ، وبعدين احنا فعلاً بنتكلم مع نفسنا بدليل إنكم اتهمتم حكم مباراة بالرشوة رغم إن العالم كله كان شاهد عليها ، وعمالين تلفقوله أفلام وفيلات ومنتجعات ، و خليتوه متجوز مصرية ، ه ، و كل يوم في الجرايد بتاعتكم كنتوا بتنكروا كل حقيقة وفضل لمصر وتنسبوه لنفسكم أو لغيرنا وخلاص ، و بعدين موضعكوا ده معانا عدا الرياضة بكتير قوي ، ومالكش دعوة بالجياع بتوعنا عيش أنت مع الأثرياء المترفين بتوعك ، أنت مالك ومالنا ؟ وفريقكم لعب بعنف اقتنعت أو مااقتنعتش ، وجماهيركم مارست العنف ضدنا اقتنعت أو مااقتنعتش,,,eg,nile_basin,aoc
ونبقى عراق ثاني فاضي الكفين,,,eg,nile_basin,aoc
مادد مادد مادد,,,eg,nile_basin,aoc
الاخ الحبيب مصيلحى ابشرك النادى رايح فى داهيه بسبب سلبيتك يا سياده النائب كفايه ظهور فى البرامج التليفزيونيه و اصحى و فوق انت و مجلسك ابو لسان طويل وشتائم وبطل كلمه فلان ده راجل محترم ( اللازمه اللى فى لسانك دايما ) النادى خرب روح افتح لك نادى فى الحضره و اعمل اول عضويه لعادل شكل وباقى رفاقه و مبروك عليك كابرال للاسف الشديد انا و الله العظيم انا نادم على صوتى اللى اعطيته لك,,,eg,nile_basin,aoc
ورساله الي كل المتطرفين الجهلاء الذين لا يعلمون شئ,,,eg,nile_basin,aoc
وكمان بيقولوا انهم بينجحوا في الانتخابات بدون تزوير بصراحة مش باين,,,eg,nile_basin,aoc
وانت مالك البرادعى يروح هنا او هنا مالك انت يا خويا خليك فى شغلك انت بقى لك كام سنه محافظ وصلت المحافظه لغايه فين ىا بتاع البرادعه والناس عندك بتشرب مياه المجارى والامراض هدت حيلهم والنبى تتنيل على عين اهلك وتلتفت لشغلك احسن ىا فاشل,,,eg,nile_basin,aoc
كفايه ياعمى ايمن بدات اشك فيك انت عارف انك ورقه على قدها وانحرقت احنا عارفين من الاساس انك غير صالح للمنصب ده اساسا المفروض انك لو عاوز الصالح العام والتغير كنت وقفت مع المحترم البرادعى وهو ده قد المنصب واضح ان الامر من الاساس انك عاوز سلطه او تكون تبع النظام عشان يقولوا احنا لا نقصد البرادعى فقط بالمنع وتكون ورقه فى ايدهم عند اللزوم لو انت فعلا عاوز مصلحة الوطن خليك مع الجميع يد الله مع الجماعه,,,eg,nile_basin,aoc
و اتكتب فى الجرائد الكلام دة,,,eg,nile_basin,aoc
كل حاجة الاهلى كل حاجة الاهلى كل جملة مفيدةالاهلى الحكام الاهلى الاعلام الاهلى اتحادالكرةالاهلى لجنةمسابقات الاهلى الحكومة الاهلى يتغلبوا الاهلى انتخاباتهم الاهلى على فكرة ده بسبب عياطهم رئيس النادى عيط عضومجلس ادارة عيط اللعيبة بتعيط بسبب الاهلى حازم امام كبيراوصغيرا عيط شيكابالو عيط كله بيعيط بسبب الاهلى الغلاء بسبب الاهلى الحمدلله ان انا اهلاوى والله يكون فى عونهم الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى الاهلى انا اتجنت ياعالم منالاهلي,,,eg,nile_basin,aoc
احنا مسلمين ومسيحين بنحب بعض,,,eg,nile_basin,aoc
الدفاع عن قليت الادب اصبح حق واضح في عرف كل زملكاوي وبان دة علي ايمن اللي فقد احترام كل الاهلوية كما سبقة اليها خالد الغندور وبعدين اللي بتكلم عن صورة مصر يبقي يعرف قيمتها وقدرها اظن كل العالم عرف امبارح ان قرار صالح سليم وثابت البطل بطرد التؤام كان سليم مليون في المية \ \ \ الرجل مضروب قدام العالم كلة واللي مزعل ايمن المخرج اللي ورا الناس فضائح وتربية واسلوب الزملكاوية لكن مش زعلان من ابراهيم ويقولة لق يابراهيم انتو اصحاب وزملي خلاص \ \ \ ضرب ابراهيم للناس ياريتك كنت قولتة عيب انت بتنتمي للزمالك لكن خوفت يايمن ومنظرك بقي صعبان علينا قوي علي العموم عمر الاهلوية ماهينسو لعيبة محترمة جدا جدا جدا من ابناء الزمالك زي طة بصري حلمي طولان حسن شحاتة وعلي خليل وخازم امام الكبير ومحمد صلاح بس مافهمش ايمن ولاخالد ولاابراهيم ولاحسام واعي تفتكر ان الصوابع زي بعض ياسطي,,,eg,nile_basin,aoc
على وقع الاغنية الجميلة لعبد الحليم بلاش عتاب ياحبيبى اقول لحسام حسن بلاش فراق ياحسام احنا معاك مهما كانت الظروف . فى عهدك لاعبا ومدربا عرفنا معنى الكرامة وقيمة نادى الذمالك فلاتضحى بكرامة وقيمة النادى بعد ان اصبح لنا درعا وسيف الا اذا كان لمجلس ادارة النادى رأى اخر وحينها هم الخاسرون بل الكرة المصرية ايضا خاسرة لمدرب مثلك . مجد فى عملة غيور على فريقة مكافحا للحصول على حقة . اقولها ثانيا ياكابتن بلاش فراق ياحبيبنا,,,eg,nile_basin,aoc
صح وحقيقى نفعنا الحشيش .,,,eg,nile_basin,aoc
بعد الشغل و السفر و البرستيج,,,eg,nile_basin,aoc
انا مصدق كلام الاخت ايمان لان فعلا ماحدش يقدر يغتصب واحدة غير لما يكونو كذا واحد لكن راجل لوحده اكيد هتقاومه ومش هيقدر يعمل معاها حاجة لان هضم رجليها ومش هيقدر يقاومها غير اذا اعتدي عليها بالضرب او القي لها مخدر في الاكل او المشروب وثانيا هي بتقول انه بيتحرش بيها يعني مش موافقه علي تصرفاته اكيد واحدة غير ها لو حاول معاها الطبيعي انها تصوت وتعمل فضيحه وسط الجيران وهو عارف حاجة زي كدة اكيد الموضوع دة والله اعلم اذا حصل يبقي برضاها . الاغتصاب مش بالسهوله اللي هي بتقولها دي ماكنش حد غلب وكانت الامور كلها سهل . مستني الرد والحكم في هذه القضيه الغريبه دي,,,eg,nile_basin,aoc
سابوني بآسي,,,eg,nile_basin,aoc
عموما كل شريف ومحترم ف مصر لازم يرفض اللي حصل من ابراهيم ، لكن ف نفس الوقت أشيد بظهور حسام بمظهر محترم ومشرف وأقول عن عقوبات اللجنة اللي جت ضد الزمالك وبس حسبي الله ونعم الوكيل ولا يجب أن تتأثر صحوة الزمالك بهذه العقوبات المجحفة,,,eg,nile_basin,aoc
ال يعنى كدا احنا هنبطل نحب حماقى ولا هو هيبطل غنى,,,eg,nile_basin,aoc
يعني البرادعي هايغير ولا دي حكايات,,,eg,nile_basin,aoc
يا جدعان سيبكوا من الدورى المصرى و شوفوا الواد روبين عمل ايه فى مانشستر,,,eg,nile_basin,aoc
و بعدين لو فرضنا ان الولد زور بطاقة البنت . . . مال ابونا بالموضوع ؟ ؟ ؟ و لا هو أي كلام يهيج الناس و خلاص ؟ ؟ ؟,,,eg,nile_basin,aoc
ولما تعطف وصرفه جعله على الاساسى هو مش حاسس ان الموظف بيستنى هذا الشهر او غيره حتى يستطيع ان يشترى ولو قميص لابنه طبعا هو مش ها يحس بحاجة زى دى,,,eg,nile_basin,aoc
يا عالم كفايه ظلم وافتري بقي,,,eg,nile_basin,aoc
وازمه سكر وازمه وازمه عشان المواطن الغلبان مايفكرش في الحريه والتغير ويقول,,,eg,nile_basin,aoc
هو ده الكلام يجب ان نتوحد من اجل تحقيق الهدف,,,eg,nile_basin,aoc
يا عم كفاية فضايح واهدم بقى العرين,,,eg,nile_basin,aoc
أرجو من المحافظ الهمام الاهتمام بشئون محافظته اولا والعمل على حل مشاكلها وليست البرادعة ببعيد وبعد كده يبقى يكلم في السياسة,,,eg,nile_basin,aoc
فحجة باطلة وحسبي الله ونعم الوكيل فيكم ربنا يضيق عليكم كمان كمان,,,eg,nile_basin,aoc
وكمان لازم التحقيق مع كل من هو وراء هذه المصيبة وطبعا المعنى واضح,,,eg,nile_basin,aoc
حكامنا من الصين . . . عايزين حكام مرتشين,,,eg,nile_basin,aoc
اولا يكون مرشح مطيع لايعارض ويوافق علي كل طلبات الحزب ولامانع من ان يكون فاسدا في اي فرع من فروع الفساد الذي يمارسها منسوبي الحزب وسيجد الحمايه من قيادات الحزب وكل مره يوجعوا دماغنا بانهم سيختاروا نماذج طيبه ثم نفاجاء باختيارات سيئه .,,,eg,nile_basin,aoc
حد يقولي ياجماعة . اللي بيحصل ده في ميزان حسنات مين بالضبط ؟ رئيس الجامعة . ام المنظمون ؟ ام محمد حماقي .,,,eg,nile_basin,aoc
اصل المجلس مجلس ابوهم,,,eg,nile_basin,aoc
مجموعه الصور التي نشرت توضح الإحتفال بيوم شم النسيم في مختلف المحافظات المصريه و هذه الصور السابقه تم إلتقاطها كما يقول الباعه الجائلون ( من علي وش القفص ) في الوقت الذي تم إلتقاط صور لمدينه القناطر من باطن القفص . ونشرت في اليوم السابع . . لغرض في نفس المحرر والمصور المسؤلين عن الموضوع . . . نتمني في عدد باكر أن يتم نشر صور لباطن القفص في الأقصر والمدينه الساحليه التي تم التقاط الصوره فيها والممرات الخلفيه لحديقه الحيوان . . . في الوقت ذاته نتمني أن يتم إلتقاط صوره لبرجي الحراسه علي أحد مداخل القناطر خيث النظافه والجمال . . . فلا يكفي أن تلتقط صور للشوارع الخلفيه لنرفع من شأن مدينه ونحط من شأن أخري ونحن في تمام اليقين أن كل شوارعنا من بره الله الله ومن جوه يعلم الله,,,eg,nile_basin,aoc
وابراهيم الابيض حا ياخد هو كمان اربعه استمرتر امتى يا بلد ؟,,,eg,nile_basin,aoc
بلطجي ( مواطن مصري ) ينزل أرض الملعب و يطيح في الناس ضرب و مطلوب يتفرش له الأرض ورد طيب كنت الفروض دهنت جسمك زيت علشان محدش يعرف يمسكك . . .,,,eg,nile_basin,aoc
الله الله الله ايه حدفك على تونس بس مليانة ااحاسيس ومشاعر,,,eg,nile_basin,aoc
يمكن يحس بينا . . و بالبلد . . و بالفشل التعليمي اللي الدنيا كلها شايفاه ماعدا حكومتنا . . .,,,eg,nile_basin,aoc
بس طول عمرهم كذابين,,,eg,nile_basin,aoc
انا شايف ان محمد البرادعى شعبيته بتقل يوم بعد يوم ولو نزل انتخابات نزيهة امام حسنى مبارك,,,eg,nile_basin,aoc
المشكله ان مفيش ولا بنى ادم من اللى بيعلقوا دول فاهم اى حاجه كلوا حاقد وبيفتوا وخلاص,,,eg,nile_basin,aoc
اشبع بقى بحبايبك المتحرشين,,,eg,nile_basin,aoc
حازم امام يستاهل يتوقف هو اللي عمل كدة ف نفسه قل ادبه ع الحكم بدون اي مناسبة وحتي لو كان الحكم غلط فلازم انت تلزم حدودك كلاعب يا جماعة هو حصل ايه فيه حاجة اسمها اصول,,,eg,nile_basin,aoc
و ليه عبد السميع ما يمسكش الرابطة ه,,,eg,nile_basin,aoc
معكم من اجل التغيير ربنا معاكم وبعدين موضوع الانتخابات تاتي بالشخص المناسب باذن الله وربنا يولي من يصلح ادخل علي الرابط التالي للتوقيع علي بيان التغيير بالتوفيق ان شاء الله لكل من يعمل لصالح وطنا الحبيب مصر ام الدنيا,,,eg,nile_basin,aoc
هو ده الكلام . . . كل شئ ممكن . . مافيش مستحيل . . . طبعاً هم دول أهل الخبرة للي بيسأل,,,eg,nile_basin,aoc
هتقول إيه . . أصل كنت مقضيها في شرم ومعرفش,,,eg,nile_basin,aoc
يبقى شباب مصر عندهم حق يعملوا اكتر من اللى بيعملوة,,,eg,nile_basin,aoc
ه ياجماعه اكيد الشباب مش بيفكر في الريسك ده الا بعد خيبه امل,,,eg,nile_basin,aoc
يعنى أحنا لو عندنا رئيس ولا رئيس وزراء بيعمل اللى بيعمله ده احنا كنا بقينا حاجة تانية خالص,,,eg,nile_basin,aoc
ياسلام ! ! !,,,eg,nile_basin,aoc
لوبى البرادعى قمة النشاط عليا الطلاق بالتلاتة انتم لوبى لايزيد عن 50 مأجور متفرغيين,,,eg,nile_basin,aoc
ياريت الموضوع ينتهى فعلا وبلاش نتكلم عنهم بعد ذلك وكفاية لحد كدا,,,eg,nile_basin,aoc
وقلبي اللي ضاع,,,eg,nile_basin,aoc
انتوا عارفين كويس أن الجماهير أعقل بكتير من كده وفاهمين كورة كويس قوى .,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
تلاقى رجال الحكومه الاكابر . .,,,eg,nile_basin,aoc
ياريت بتوع البوليس يعرفوا ان النظام اللى بيدافعوا عنة مايستاهلش انهم يخسروا حب شعبهم وحب اخواتهم ليهم احسن بكدة بالنسبة لهم ( تبقى الجنازة حارة والميت . . . ),,,eg,nile_basin,aoc
"""فة الانحيل تقول """" كونوا يسطاء كالحمام . حكماء كالحيات """"""",,,eg,nile_basin,aoc
وبلاش فضايح,,,eg,nile_basin,aoc
ياعم امبومة مين زى بتستوتا لعب الارجنتين,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
مش فاهم ليه مش راضين في مجلس اللي ماولش دعوه بالشعب يقروا قانون بتشديد العقوبات علي البطلجيه الواحد زهق السنج والمطاوي وقله الادب والبانجو بقت سمات الرجوله دلوقتي وااللي يعترض يحطوا السيف علي رقبته بجد مش عارف بلد ايه دي اللي احنا عايشن فيها,,,eg,nile_basin,aoc
كده صعيدي صعيدي صعيدي,,,eg,nile_basin,aoc
جسام قال كل اللاعيبة و انت بس اللي جوبت دا معناه ايه,,,eg,nile_basin,aoc
من أجل مصر ؟ ؟ ؟ هي فين مصر أصلا ؟ ؟ ؟,,,eg,nile_basin,aoc
فاكر هو اليث ذو القوة المتين,,,eg,nile_basin,aoc
عايزين حكام م الصين . . . حكآمنا مرتشين . . .,,,eg,nile_basin,aoc
الله ينصرك على من يعديك,,,eg,nile_basin,aoc
نيفين شكرى خير من يمثل الحزب الواطي,,,eg,nile_basin,aoc
والفنادق فى السخنه بتبتدى من 25 كم يعنى بالكتير تلت ساعه من الصاله,,,eg,nile_basin,aoc
يمكن بعد كده الواحد ينزل الشارع يجيب رغيف عيش يدفع . . . ثمن الشارع الذين رصفوه بنيه اساسيه وكمان فيه ليه تانى,,,eg,nile_basin,aoc
دلوقتي عرفنا ان اللي بيشوف مجاريها اللي مغرقة البلد مش هايفكر يرجع وبكدة هتخرب بيوت أهلها,,,eg,nile_basin,aoc
"انا عايزه اقول ان الكلام ده مش بس معقول لأ ده معقول جدا كمان , عجبني جدا الموضوع و خليت جوزي يقراه عشان يعرف شويه عن عالمنا . . . شكرا للكاتبه , ياريت من ده كتير",,,eg,nile_basin,aoc
شبابنا الواعى والفاهم عارف احتياجاته كويس وشايل هم وطنه فوق كتافه وكان واقف قدام باب الجامعه وقدام باب كل جامعه بيهتف وبيحلم بغد أفضل لمصر اللى كانوا كاتبينها على اليفت لكن اللى فى الصور دول اصلا فاقدين الادارك باللى حواليهم فهتلاقى بقى الرقص والتحرش وكل ماهو سيىء هقول ايه لك الله يامصر,,,eg,nile_basin,aoc
طبعا لأن اتحاد الفراولة اول مرة يلاقى راجل يقف امامه ويكشف فساده وتعصبه المقيت ، هم فى ورطة لأنهم هده المرة لن يستطيعوا ان يشتروا حكم اجنبي زي كل مرة لأن ابراهيم بالمرصاد . ارجو من ادارة الزمالك ادا شطبوا ابراهيم ان تعلن تجميد نشاط الكرة لكي تنتهي اللعبة ويسقط الأتحاد .,,,eg,nile_basin,aoc
أكتر من روحي باحبك . .,,,eg,nile_basin,aoc
و أخيرا اكتشف ابراهيم حسن البلطجي الحقيقة التي ما فتئ الجزائريون يرددونها وهي تناول المنتخب رالمصرائيلي للمنشطات و المخدرات و خاصة لاعبي الأهلي العجزة ياريت تفتح تحقيق يا حسن و احنا معاك,,,eg,nile_basin,aoc
واحد يضيع دوري من الزمالك ويحسب تسلل علي حسن شحاته وهو متغطي ب 35 متر,,,eg,nile_basin,aoc
